shared name	Human Readable Label	Xref ID	Xref
Q9NY61	AATF	GO:0005737|GO:0003723|ENSG00000275700|ENSP00000477848|ENST00000619387|R-HSA-193648|IPR025160|GO:0040016|GO:0042254|GO:0042985|ENSG00000276072|ENSP00000481894|ENST00000620004|GO:0043066|GO:0005794|GO:0007155|GO:0007346|GO:0003700|GO:0032929|GO:0045944|GO:0006974|NP_036270.1|IPR012617|GO:0005634|GO:0043522|GO:2000378|GO:0005730	cytoplasm|RNA binding|embryonic cleavage|ribosome biogenesis|negative regulation of amyloid precursor protein biosynthetic process|negative regulation of apoptotic process|Golgi apparatus|cell adhesion|regulation of mitotic cell cycle|transcription factor activity, sequence-specific DNA binding|negative regulation of superoxide anion generation|positive regulation of transcription from RNA polymerase II promoter|cellular response to DNA damage stimulus|TRAUB|nucleus|leucine zipper domain binding|negative regulation of reactive oxygen species metabolic process|nucleolus
Q8WUF5	PPP1R13L	GO:0008134|GO:0045171|GO:0005654|GO:1901796|R-HSA-6804759|XP_016881666.1|XP_016881667.1|GO:0042802|GO:0045597|IPR028320|ENST00000360957|ENST00000418234|GO:0030054|ENSG00000104881|ENSP00000354218|ENSP00000403902|GO:0005829|GO:0045296|GO:0005634|GO:0003714|GO:0006915|GO:0006351|NP_001135974.1|NP_006654.2|IPR002110|IPR020683|IPR001452|2VGE|GO:0000122|GO:0003215|GO:0003229|GO:0009791|GO:0031076|GO:0035264|GO:0042633|GO:0048871|GO:0060048	transcription factor binding|intercellular bridge|nucleoplasm|regulation of signal transduction by p53 class mediator|identical protein binding|positive regulation of cell differentiation|cell junction|cytosol|cadherin binding|nucleus|transcription corepressor activity|apoptotic process|transcription, DNA-templated|Ankyrin|Src homology-3|negative regulation of transcription from RNA polymerase II promoter|cardiac right ventricle morphogenesis|ventricular cardiac muscle tissue development|post-embryonic development|embryonic camera-type eye development|multicellular organism growth|hair cycle|multicellular organismal homeostasis|cardiac muscle contraction
P83916	CBX1	5T1G|GO:0005720|GO:0005654|GO:0005819|GO:0003682|NP_001120700.1|NP_006798.1|IPR017984|IPR023780|IPR000953|IPR008251|IPR016197|IPR023779|2FMM|3F2U|GO:0000785|GO:0019899|GO:1990226|ENST00000225603|ENST00000393408|ENSG00000108468|ENSP00000225603|ENSP00000377060|3Q6S|GO:0000775|GO:0001939|GO:0001940|GO:0005721|GO:0010369|GO:0045892|GO:0000784|P83916|BC002609|10951	nuclear heterochromatin|nucleoplasm|spindle|chromatin binding|Chromo domain|Chromo shadow|Chromo domain-like|chromatin|enzyme binding|histone methyltransferase binding|chromosome, centromeric region|female pronucleus|male pronucleus|pericentric heterochromatin|chromocenter|negative regulation of transcription, DNA-templated|nuclear chromosome, telomeric region|identity
Q8NDX5	PHC3	R-HSA-4570464|NP_001295045.1|ENST00000494943|ENST00000495893|ENST00000497658|GO:0005634|GO:0005654|GO:0031519|4PZN|4PZO|R-HSA-2559580|R-HSA-3108214|GO:0035102|ENSP00000420271|ENSP00000420294|ENSP00000420454|GO:0003677|GO:0008270|GO:0007275|NP_079223.3|ENSG00000173889|IPR001660|IPR013761|IPR012313|Q8NDX5|80012|BC131772	nucleus|nucleoplasm|PcG protein complex|PRC1 complex|DNA binding|zinc ion binding|multicellular organism development|Sterile alpha motif SAM|Sterile alpha motif-type|Zinc finger, FCS-type|identity
P42224	STAT1	GO:0042803|GO:0051607|GO:0042802|GO:0046725|GO:0048471|GO:0006351|GO:0010742|GO:0035257|GO:0006915|GO:0042981|GO:0005164|GO:0005634|GO:0005737|GO:0007259|GO:0019899|GO:0034097|GO:0043434|GO:0045893|GO:0016032|GO:0045296|R-HSA-6785807|ENST00000361099|ENST00000392322|ENST00000409465|XP_006712781.1|3WWT|R-HSA-1059683|R-HSA-1169408|R-HSA-1433557|R-HSA-1839117|R-HSA-186763|R-HSA-877300|R-HSA-877312|R-HSA-909733|R-HSA-912694|R-HSA-982772|NP_009330.1|NP_644671.1|IPR011992|IPR008967|IPR000980|IPR022752|IPR013800|IPR015988|IPR001217|IPR013801|IPR012345|IPR013799|GO:0005829|GO:0005654|GO:0000979|GO:0000983|GO:0004871|GO:0060333|GO:0060334|GO:0060338|GO:0060337|ENSG00000115415|1BF5|1YVL|2KA6|ENSP00000354394|ENSP00000376136|ENSP00000386244|GO:0000122|GO:0001937|GO:0002053|GO:0003340|GO:0003690|GO:0003700|GO:0008015|GO:0016525|GO:0030424|GO:0030425|GO:0033209|GO:0043124|GO:0045944|GO:0048661|GO:0051591|GO:0061326|GO:0072136|GO:0072162|GO:0072308|GO:0000790|GO:0000978|GO:0035458|GO:0035456|GO:0005730|P42224|6772|23397142	protein homodimerization activity|defense response to virus|identical protein binding|negative regulation by virus of viral protein levels in host cell|perinuclear region of cytoplasm|transcription, DNA-templated|macrophage derived foam cell differentiation|nuclear hormone receptor binding|apoptotic process|regulation of apoptotic process|tumor necrosis factor receptor binding|nucleus|cytoplasm|JAK-STAT cascade|enzyme binding|response to cytokine|response to peptide hormone|positive regulation of transcription, DNA-templated|viral process|cadherin binding|EF-Hand type|p53-like transcription factor, DNA-binding|SH2 motif|STAT transcription factor, all-alpha|STAT transcription factor, coiled coil|STAT transcription factor, core|STAT transcription factor, DNA-binding|STAT transcription factor, DNA-binding, subdomain|STAT transcription factor, protein interaction|cytosol|nucleoplasm|RNA polymerase II core promoter sequence-specific DNA binding|transcription factor activity, RNA polymerase II core promoter sequence-specific|signal transducer activity|interferon-gamma-mediated signaling pathway|regulation of interferon-gamma-mediated signaling pathway|regulation of type I interferon-mediated signaling pathway|type I interferon signaling pathway|negative regulation of transcription from RNA polymerase II promoter|negative regulation of endothelial cell proliferation|positive regulation of mesenchymal cell proliferation|negative regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis|double-stranded DNA binding|transcription factor activity, sequence-specific DNA binding|blood circulation|negative regulation of angiogenesis|axon|dendrite|tumor necrosis factor-mediated signaling pathway|negative regulation of I-kappaB kinase/NF-kappaB signaling|positive regulation of transcription from RNA polymerase II promoter|positive regulation of smooth muscle cell proliferation|response to cAMP|renal tubule development|metanephric mesenchymal cell proliferation involved in metanephros development|metanephric mesenchymal cell differentiation|negative regulation of metanephric nephron tubule epithelial cell differentiation|nuclear chromatin|RNA polymerase II core promoter proximal region sequence-specific DNA binding|cellular response to interferon-beta|response to interferon-beta|nucleolus|identity|primary-reference
Q9BVS4	RIOK2	NP_001153221.1|5DHF|GO:0046872|GO:0005737|GO:0030490|GO:0030688|GO:0042274|GO:2000208|GO:2000234|IPR030484|ENST00000283109|ENST00000508447|ENSG00000058729|ENSP00000283109|ENSP00000420932|GO:0005654|GO:0005829|GO:0006364|IPR000687|R-HSA-6791226|GO:0005524|GO:0004674|NP_060813.2|IPR011009|IPR015285|IPR018935|IPR011991|55781	metal ion binding|cytoplasm|maturation of SSU-rRNA|preribosome, small subunit precursor|ribosomal small subunit biogenesis|positive regulation of ribosomal small subunit export from nucleus|positive regulation of rRNA processing|nucleoplasm|cytosol|rRNA processing|RIO kinase|ATP binding|protein serine/threonine kinase activity|Protein kinase-like|RIO2 kinase, winged helix, N-terminal|Winged helix repressor DNA-binding|identity
P13497	BMP1	R-HSA-1474228|R-HSA-1650814|R-HSA-194223|R-HSA-2214320|R-HSA-2243919|GO:0031982|GO:0030154|XP_016869227.1|IPR034036|IPR009030|GO:0004252|ENST00000306349|ENST00000306385|ENST00000471755|ENST00000520970|ENST00000521385|ENSG00000168487|ENSP00000305714|ENSP00000306121|ENSP00000428332|ENSP00000428665|ENSP00000430406|GO:0005578|GO:0005794|GO:0001501|GO:0007275|GO:0008233|GO:0008237|GO:0022617|GO:0005576|XP_011542919.1|GO:0005615|GO:0005509|GO:0004222|GO:0008270|GO:0001502|GO:0042157|GO:0001503|GO:0061036|GO:0006508|NP_001190.1|NP_006120.1|IPR015446|IPR000859|IPR001881|IPR013032|IPR000152|IPR000742|IPR018097|IPR024079|IPR001506|IPR006026|3EDG|3EDH	vesicle|cell differentiation|Growth factor, receptor|serine-type endopeptidase activity|proteinaceous extracellular matrix|Golgi apparatus|skeletal system development|multicellular organism development|peptidase activity|metallopeptidase activity|extracellular matrix disassembly|extracellular region|extracellular space|calcium ion binding|metalloendopeptidase activity|zinc ion binding|cartilage condensation|lipoprotein metabolic process|ossification|positive regulation of cartilage development|proteolysis|Bone morphogenetic protein 1/tolloid-like protein|CUB|EGF-like calcium-binding|EGF-like region, conserved site|Aspartic acid and asparagine hydroxylation site|EGF-like, type 3|Peptidase M12A, astacin|Peptidase, metallopeptidases
Q05086	UBE3A	4GIZ|GO:0042752|GO:2000058|GO:0031398|GO:0046872|GO:0061630|XP_011520296.1|XP_011520297.1|XP_016878035.1|XP_016878036.1|XP_016878037.1|XP_016878038.1|XP_016878039.1|XP_016878040.1|XP_016878041.1|XP_016878042.1|XP_016878043.1|XP_016878044.1|IPR032353|ENSP00000490111|ENSP00000490258|ENSP00000490557|ENST00000637886|ENST00000638011|ENST00000638155|XP_016878033.1|XP_016878034.1|XP_005268324.1|XP_005268325.1|XP_005268326.1|XP_005268327.1|XP_005268328.1|GO:0051865|ENST00000397954|XP_006720738.1|XP_006720739.1|ENSG00000114062|ENSP00000381045|GO:0001541|GO:0003713|GO:0005829|GO:0014068|GO:0030521|GO:0035037|GO:0045944|GO:0060736|ENSP00000481796|ENST00000614096|R-HSA-983168|ENSP00000232165|ENSP00000401265|ENSP00000411258|ENSP00000457771|ENSP00000486349|ENST00000232165|ENST00000428984|ENST00000438097|ENST00000566215|ENST00000630424|GO:0006508|GO:0006511|GO:0005634|1C4Z|1D5F|1EQX|GO:0000502|GO:0004842|GO:0007420|GO:0070936|NP_000453.2|NP_570853.1|NP_570854.1|IPR000569|IPR017134|2KR1|GO:0016032	regulation of circadian rhythm|regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process|positive regulation of protein ubiquitination|metal ion binding|ubiquitin protein ligase activity|protein autoubiquitination|ovarian follicle development|transcription coactivator activity|cytosol|positive regulation of phosphatidylinositol 3-kinase signaling|androgen receptor signaling pathway|sperm entry|positive regulation of transcription from RNA polymerase II promoter|prostate gland growth|proteolysis|ubiquitin-dependent protein catabolic process|nucleus|proteasome complex|ubiquitin-protein transferase activity|brain development|protein K48-linked ubiquitination|HECT|Ubiquitin-protein ligase E6-AP|viral process
Q8N2W9	PIAS4	GO:0005654|GO:1902174|ENSG00000105229|ENSP00000262971|ENST00000262971|GO:0010804|GO:1990234|GO:0006303|R-HSA-5693565|R-HSA-5693571|R-HSA-5693607|IPR027224|IPR013083|GO:0000122|GO:0005634|GO:0016363|GO:0016925|GO:0032088|GO:0045892|GO:0061665|GO:0005737|GO:0003677|GO:0019789|GO:0008270|GO:0033235|GO:0006351|GO:0016055|NP_056981.2|IPR023321|IPR003034|IPR004181|GO:0031625|R-HSA-3232118|R-HSA-4615885|R-HSA-3108214|R-HSA-69473|GO:1902231|GO:0003714|GO:0016605|51588	nucleoplasm|positive regulation of keratinocyte apoptotic process|negative regulation of tumor necrosis factor-mediated signaling pathway|transferase complex|double-strand break repair via nonhomologous end joining|Zinc finger, RING/FYVE/PHD-type|negative regulation of transcription from RNA polymerase II promoter|nucleus|nuclear matrix|protein sumoylation|negative regulation of NF-kappaB transcription factor activity|negative regulation of transcription, DNA-templated|SUMO ligase activity|cytoplasm|DNA binding|SUMO transferase activity|zinc ion binding|positive regulation of protein sumoylation|transcription, DNA-templated|Wnt signaling pathway|DNA-binding SAP|Zinc finger, MIZ-type|ubiquitin protein ligase binding|positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage|transcription corepressor activity|PML body|identity
P04792	HSPB1	GO:0005819|GO:0005080|GO:0043066|GO:0043130|GO:0001932|GO:0044183|GO:0061077|GO:0099641|GO:1904115|GO:0048010|R-HSA-4420097|R-HSA-450408|R-HSA-5687128|IPR031107|GO:0043488|GO:0010506|GO:0003723|GO:0031012|GO:1902176|2N3J|GO:2001028|4MJH|ENST00000248553|GO:0005925|GO:0070527|ENSG00000106211|ENSP00000248553|GO:0001895|GO:0005615|GO:0070062|GO:0006928|GO:0038033|GO:0043536|GO:0045766|GO:0005737|GO:0006469|GO:0019901|GO:0035924|GO:0042802|GO:0035556|GO:0030018|GO:0005856|GO:0005886|GO:0005829|GO:0005634|GO:0000502|GO:0032731|GO:0042535|GO:0043122|GO:0006446|GO:0006986|GO:0009615|NP_001531.1|GO:0008426|IPR001436|IPR002068|IPR008978|3Q9P|3Q9Q|P04792|4504517|BC012292|3315	spindle|protein kinase C binding|negative regulation of apoptotic process|ubiquitin binding|regulation of protein phosphorylation|protein binding involved in protein folding|chaperone-mediated protein folding|anterograde axonal protein transport|axon cytoplasm|vascular endothelial growth factor receptor signaling pathway|regulation of mRNA stability|regulation of autophagy|RNA binding|extracellular matrix|negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway|positive regulation of endothelial cell chemotaxis|focal adhesion|platelet aggregation|retina homeostasis|extracellular space|extracellular exosome|movement of cell or subcellular component|positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway|positive regulation of blood vessel endothelial cell migration|positive regulation of angiogenesis|cytoplasm|negative regulation of protein kinase activity|protein kinase binding|cellular response to vascular endothelial growth factor stimulus|identical protein binding|intracellular signal transduction|Z disc|cytoskeleton|plasma membrane|cytosol|nucleus|proteasome complex|positive regulation of interleukin-1 beta production|positive regulation of tumor necrosis factor biosynthetic process|regulation of I-kappaB kinase/NF-kappaB signaling|regulation of translational initiation|response to unfolded protein|response to virus|protein kinase C inhibitor activity|Alpha crystallin/Heat shock protein|Heat shock protein Hsp20|HSP20-like chaperone|identity
O00221	NFKBIE	R-HSA-1169091|GO:0001650|GO:0005634|GO:0005737|GO:0005829|GO:0005794|GO:0042942|GO:0048471|ENSG00000146232|ENSP00000275015|ENST00000275015|GO:0042994|NP_004547.2|IPR002110|IPR020683	fibrillar center|nucleus|cytoplasm|cytosol|Golgi apparatus|D-serine transport|perinuclear region of cytoplasm|cytoplasmic sequestering of transcription factor|Ankyrin
Q01469	FABP5	IPR031259|GO:0005576|GO:0005886|GO:0030667|GO:0035578|GO:0043312|5HZ5|R-HSA-6798695|4AZM|4AZR|GO:0008289|GO:0005654|ENST00000297258|4LKP|4LKT|GO:0005829|GO:0019433|ENSG00000164687|ENSP00000297258|GO:0009611|GO:0006006|GO:0006629|GO:0006656|GO:0015758|GO:0005737|GO:0005504|GO:0005215|GO:0008544|NP_001435.1|IPR012674|IPR011038|IPR000463|IPR000566|1B56|1JJJ|R-HSA-163560|R-HSA-5362517|GO:0070062	extracellular region|plasma membrane|secretory granule membrane|azurophil granule lumen|neutrophil degranulation|lipid binding|nucleoplasm|cytosol|triglyceride catabolic process|response to wounding|glucose metabolic process|lipid metabolic process|phosphatidylcholine biosynthetic process|glucose transport|cytoplasm|fatty acid binding|transporter activity|epidermis development|Calycin|Calycin-like|Cytosolic fatty-acid binding|Lipocalin-related protein and Bos/Can/Equ allergen|extracellular exosome
Q01201	RELB	ENST00000221452|GO:0005654|GO:0005815|GO:0071470|GO:0000122|GO:0000977|GO:0000981|GO:0003682|GO:0006954|GO:0007249|GO:0033256|GO:0034097|GO:0045087|GO:0045944|R-HSA-5607761|R-HSA-5621575|R-HSA-5676590|IPR030492|IPR030496|IPR033926|GO:0006351|IPR032397|IPR032399|IPR032400|GO:0038061|ENSG00000104856|ENSP00000221452|GO:0001047|GO:0032922|GO:0002223|GO:0005634|GO:0032688|ENSP00000485826|ENST00000625761|GO:0005829|GO:0019882|GO:0043011|GO:0045063|GO:0003700|GO:0003714|NP_006500.2|IPR013783|IPR014756|IPR002909|IPR000451|IPR008967|IPR011539|5971	nucleoplasm|microtubule organizing center|cellular response to osmotic stress|negative regulation of transcription from RNA polymerase II promoter|RNA polymerase II regulatory region sequence-specific DNA binding|RNA polymerase II transcription factor activity, sequence-specific DNA binding|chromatin binding|inflammatory response|I-kappaB kinase/NF-kappaB signaling|I-kappaB/NF-kappaB complex|response to cytokine|innate immune response|positive regulation of transcription from RNA polymerase II promoter|transcription, DNA-templated|NIK/NF-kappaB signaling|core promoter binding|circadian regulation of gene expression|stimulatory C-type lectin receptor signaling pathway|nucleus|negative regulation of interferon-beta production|cytosol|antigen processing and presentation|myeloid dendritic cell differentiation|T-helper 1 cell differentiation|transcription factor activity, sequence-specific DNA binding|transcription corepressor activity|Immunoglobulin-like fold|Immunoglobulin E-set|Cell surface receptor IPT/TIG|NF-kappa-B/Rel/dorsal|p53-like transcription factor, DNA-binding|Rel homology|identity
O15126	SCAMP1	GO:0005886|GO:0035579|GO:0043312|R-HSA-6798695|NP_001277158.1|GO:0016021|GO:0055038|GO:0005802|GO:0006892|GO:0015031|NP_004857.4|IPR007273|GO:0030672|GO:0042589|ENSG00000085365|ENSP00000478071|ENSP00000481022|ENST00000614488|ENST00000621999|GO:0030136	plasma membrane|specific granule membrane|neutrophil degranulation|integral component of membrane|recycling endosome membrane|trans-Golgi network|post-Golgi vesicle-mediated transport|protein transport|SCAMP|synaptic vesicle membrane|zymogen granule membrane|clathrin-coated vesicle
Q8N163	CCAR2	GO:0000993|GO:0048511|GO:0043653|GO:1900034|R-HSA-3371453|IPR011992|GO:0003723|GO:0000790|GO:0009411|GO:1902230|GO:2000003|GO:0005634|GO:0005737|GO:0019899|GO:0043086|IPR028811|ENST00000308511|ENST00000389279|GO:0044609|IPR025954|ENSG00000158941|ENSP00000310670|ENSP00000373930|GO:0042752|IPR025224|GO:0006397|GO:0008380|GO:0032784|GO:0006974|GO:0007049|GO:0006351|GO:0016055|GO:0030308|GO:0045892|GO:0090263|GO:0090311|IPR025223|GO:0031647|GO:0005759|GO:0004857|GO:0043065|NP_066997.3|GO:0005654|GO:0032435	RNA polymerase II core binding|rhythmic process|mitochondrial fragmentation involved in apoptotic process|regulation of cellular response to heat|EF-Hand type|RNA binding|nuclear chromatin|response to UV|negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage|positive regulation of DNA damage checkpoint|nucleus|cytoplasm|enzyme binding|negative regulation of catalytic activity|DBIRD complex|regulation of circadian rhythm|mRNA processing|RNA splicing|regulation of DNA-templated transcription, elongation|cellular response to DNA damage stimulus|cell cycle|transcription, DNA-templated|Wnt signaling pathway|negative regulation of cell growth|negative regulation of transcription, DNA-templated|positive regulation of canonical Wnt signaling pathway|regulation of protein deacetylation|regulation of protein stability|mitochondrial matrix|enzyme inhibitor activity|positive regulation of apoptotic process|nucleoplasm|negative regulation of proteasomal ubiquitin-dependent protein catabolic process
P46695	IER3	GO:0043066|GO:0010941|ENSG00000137331|ENSG00000206478|ENSG00000227231|ENSG00000230128|ENSG00000235030|ENSG00000237155|ENSP00000259874|ENSP00000373054|ENSP00000397956|ENSP00000398139|ENSP00000406245|ENSP00000412283|GO:0005829|GO:0014066|R-HSA-6811558|IPR024829|GO:0005634|GO:2001020|ENST00000259874|ENST00000383560|ENST00000416884|ENST00000435856|ENST00000439190|ENST00000450236|GO:0016021|GO:0009653|GO:0006915|NP_003888.2	negative regulation of apoptotic process|regulation of cell death|cytosol|regulation of phosphatidylinositol 3-kinase signaling|nucleus|regulation of response to DNA damage stimulus|integral component of membrane|anatomical structure morphogenesis|apoptotic process
Q13526	PIN1	GO:0050815|GO:0050816|5B3W|5B3X|5B3Y|5B3Z|5BMY|GO:0016607|3WH0|GO:1901796|R-HSA-6804756|R-HSA-6811555|GO:0005739|GO:0005829|GO:0035307|GO:0043005|GO:0043524|GO:0043525|GO:0061051|GO:0003774|GO:0008013|GO:0030182|GO:0032091|GO:0042177|GO:0045944|GO:0050808|GO:0050821|GO:0090263|GO:1900180|2RUQ|2RUR|2M9E|2M9F|2M9I|2M9J|GO:0000413|GO:0005634|GO:0031434|GO:0032794|2M8I|2M8J|ENST00000247970|ENST00000588695|ENSG00000127445|ENSP00000247970|ENSP00000466962|NP_006212.1|IPR000297|IPR023058|IPR001202|GO:0003755|GO:0007049|GO:2000146|GO:0070373|GO:0030512|GO:0032480|GO:0051443|GO:0007088|GO:0060393|1F8A|1I6C|1I8G|1I8H|1NMV|1NMW|1PIN|1ZCN|2F21|2ITK|2KBU|2KCF|2LB3|2Q5A|2XP3|2XP4|2XP5|2XP6|2XP7|2XP8|2XP9|2XPA|2XPB|2ZQS|2ZQT|2ZQU|2ZQV|2ZR4|2ZR5|2ZR6|3I6C|3IK8|3IKD|3IKG|3JYJ|3KAB|3KAC|3KAD|3KAF|3KAG|3KAH|3KAI|3KCE|3ODK|3OOB|3TC5|4TNS|4U84|4U85|4U86|R-HSA-1169408|R-HSA-936440|GO:0043547|4QIB|4TYO|2N1O|2RUC|2RUD|GO:0005654|3TDB|3TCZ|3NTP|GO:0001934|GO:0030496|GO:0032465|4GWT|4GWV|5300	phosphoserine binding|phosphothreonine binding|nuclear speck|regulation of signal transduction by p53 class mediator|mitochondrion|cytosol|positive regulation of protein dephosphorylation|neuron projection|negative regulation of neuron apoptotic process|positive regulation of neuron apoptotic process|positive regulation of cell growth involved in cardiac muscle cell development|motor activity|beta-catenin binding|neuron differentiation|negative regulation of protein binding|negative regulation of protein catabolic process|positive regulation of transcription from RNA polymerase II promoter|synapse organization|protein stabilization|positive regulation of canonical Wnt signaling pathway|regulation of protein localization to nucleus|protein peptidyl-prolyl isomerization|nucleus|mitogen-activated protein kinase kinase binding|GTPase activating protein binding|Peptidyl-prolyl cis-trans isomerase, PpiC-type|WW/Rsp5/WWP|peptidyl-prolyl cis-trans isomerase activity|cell cycle|negative regulation of cell motility|negative regulation of ERK1 and ERK2 cascade|negative regulation of transforming growth factor beta receptor signaling pathway|negative regulation of type I interferon production|positive regulation of ubiquitin-protein transferase activity|regulation of mitotic nuclear division|regulation of pathway-restricted SMAD protein phosphorylation|positive regulation of GTPase activity|nucleoplasm|positive regulation of protein phosphorylation|midbody|regulation of cytokinesis|identity
O95267	RASGRP1	GO:0000139|GO:0005789|4L9M|4L9U|GO:0032825|GO:0033089|NP_001293015.1|GO:0000165|R-HSA-114508|R-HSA-1169092|R-HSA-2871837|R-HSA-354192|R-HSA-392517|R-HSA-5673001|GO:0001816|GO:0002437|GO:0014066|GO:0032252|GO:0043303|GO:0047496|GO:0007165|GO:0016020|IPR029647|GO:0001786|GO:0001934|GO:0005088|GO:0005794|GO:0008270|GO:0019992|GO:0031210|GO:0032725|GO:0032760|GO:0042803|GO:0043406|GO:0043547|GO:0045954|GO:0046330|GO:0046579|GO:0051259|GO:0070372|GO:0070374|GO:0090630|GO:1902715|GO:0005829|GO:0005886|GO:0005509|GO:0005085|GO:0008289|GO:0007265|NP_001122074.1|NP_005730.2|IPR020454|IPR011992|IPR018247|IPR002219|IPR000651|IPR023578|IPR001895|ENSG00000172575|ENSP00000310244|ENSP00000388540|ENSP00000413105|ENSP00000452721|ENSP00000454164|ENST00000310803|ENST00000414708|ENST00000450598|ENST00000558164|ENST00000559830|GO:0030154|IPR002048|GO:0042629	Golgi membrane|endoplasmic reticulum membrane|positive regulation of natural killer cell differentiation|positive regulation of T cell differentiation in thymus|MAPK cascade|cytokine production|inflammatory response to antigenic stimulus|regulation of phosphatidylinositol 3-kinase signaling|secretory granule localization|mast cell degranulation|vesicle transport along microtubule|signal transduction|membrane|phosphatidylserine binding|positive regulation of protein phosphorylation|Ras guanyl-nucleotide exchange factor activity|Golgi apparatus|zinc ion binding|diacylglycerol binding|phosphatidylcholine binding|positive regulation of granulocyte macrophage colony-stimulating factor production|positive regulation of tumor necrosis factor production|protein homodimerization activity|positive regulation of MAP kinase activity|positive regulation of GTPase activity|positive regulation of natural killer cell mediated cytotoxicity|positive regulation of JNK cascade|positive regulation of Ras protein signal transduction|protein oligomerization|regulation of ERK1 and ERK2 cascade|positive regulation of ERK1 and ERK2 cascade|activation of GTPase activity|positive regulation of interferon-gamma secretion|cytosol|plasma membrane|calcium ion binding|guanyl-nucleotide exchange factor activity|lipid binding|Ras protein signal transduction|EF-Hand type|Protein kinase C, phorbol ester/diacylglycerol binding|Guanine nucleotide exchange factor for Ras-like GTPases, N-terminal|Guanine-nucleotide dissociation stimulator CDC25|cell differentiation|Calcium-binding EF-hand|mast cell granule
Q14669-3	TRIP12	EBI-308443	isoform-parent
Q15759	MAPK11	GO:0048010|GO:0060044|GO:0005634|GO:0005737|IPR011009|IPR003527|IPR008352|IPR000719|IPR017441|3GC8|3GC9|3GP0|GO:0004674|GO:0006950|GO:0007165|GO:0035556|ENST00000330651|ENST00000395764|ENSG00000185386|ENSP00000333685|ENSP00000379113|GO:0010628|GO:0098586|GO:2001184|R-HSA-168638|R-HSA-171007|R-HSA-198753|R-HSA-2151209|R-HSA-2559580|R-HSA-375170|R-HSA-376172|R-HSA-4420097|R-HSA-450302|R-HSA-450341|R-HSA-450604|GO:1901796|R-HSA-6804756|GO:0006351|GO:0005829|GO:0005654|GO:0005524|GO:0004707|GO:0000187|GO:0051149|GO:0007265|GO:0051090|NP_002742.3	vascular endothelial growth factor receptor signaling pathway|negative regulation of cardiac muscle cell proliferation|nucleus|cytoplasm|Protein kinase-like|MAP kinase, conserved site|MAP kinase, p38|Protein kinase, core|Protein kinase ATP binding, conserved site|protein serine/threonine kinase activity|response to stress|signal transduction|intracellular signal transduction|positive regulation of gene expression|cellular response to virus|positive regulation of interleukin-12 secretion|regulation of signal transduction by p53 class mediator|transcription, DNA-templated|cytosol|nucleoplasm|ATP binding|MAP kinase activity|activation of MAPK activity|positive regulation of muscle cell differentiation|Ras protein signal transduction|regulation of sequence-specific DNA binding transcription factor activity
Q13439-4	GOLGA4	EBI-1037845	isoform-parent
Q9UBQ5	EIF3K	IPR033464|3J8B|3J8C|ENST00000248342|ENSG00000282986|ENSP00000489379|ENSP00000489438|ENST00000635417|ENST00000635567|R-HSA-156827|R-HSA-72649|R-HSA-72689|R-HSA-72695|R-HSA-72702|R-HSA-72706|GO:0070062|ENSG00000178982|ENSP00000248342|ENSP00000438145|ENST00000545173|GO:0016020|IPR016024|IPR009374|IPR016020|IPR011991|1RZ4|GO:0006413|GO:0005829|GO:0005852|GO:0005634|GO:0043022|GO:0003743|GO:0006446|NP_037366.1	extracellular exosome|membrane|Armadillo-type fold|Translation initiation factor 3, subunit 12, eukaryotic|Translation initiation factor 3, subunit 12, N-terminal, eukaryotic|Winged helix repressor DNA-binding|translational initiation|cytosol|eukaryotic translation initiation factor 3 complex|nucleus|ribosome binding|translation initiation factor activity|regulation of translational initiation
